Conversation_Id,User_Rating,Observer_Rating,Self_Rating
0,8.0,8.0,8.0
1,8.0,8.0,8.0
2,7.0,8.0,8.0
3,7.0,8.0,7.0
4,8.0,8.0,8.0
5,7.0,7.0,8.0
6,7.0,8.0,8.0
7,7.0,7.0,7.0
8,8.0,9.0,8.0
9,8.0,8.0,8.0
10,7.0,7.0,7.0
11,7.0,8.0,7.0
12,8.0,8.0,7.0
13,7.0,8.0,8.0
14,8.0,8.0,8.0
15,8.0,8.0,8.0
16,7.0,8.0,8.0
17,8.0,8.0,8.0
18,7.0,8.0,8.0
19,8.0,8.0,8.0
20,7.0,8.0,8.0
21,7.0,8.0,7.0
22,7.0,8.0,8.0
23,7.0,8.0,8.0
24,7.0,8.0,7.0
25,8.0,8.0,8.0
26,7.0,8.0,7.0
27,7.0,6.0,7.0
28,8.0,8.0,8.0
29,8.0,8.0,8.0
30,8.0,8.0,8.0
31,8.0,8.0,8.0
32,8.0,8.0,8.0
33,7.0,8.0,8.0
34,8.0,9.0,8.0
35,8.0,8.0,8.0
36,7.0,8.0,8.0
37,7.0,7.0,7.0
38,7.0,8.0,8.0
39,8.0,9.0,8.0
40,8.0,8.0,8.0
41,7.0,7.0,8.0
42,8.0,8.0,8.0
43,7.0,8.0,8.0
44,8.0,9.0,8.0
45,8.0,9.0,8.0
46,8.0,8.0,8.0
47,8.0,9.0,8.0
48,8.0,8.0,8.0
49,7.0,8.0,8.0
50,7.0,8.0,8.0
51,7.0,8.0,8.0
52,8.0,8.0,8.0
53,8.0,9.0,8.0
54,8.0,9.0,8.0
55,8.0,8.0,8.0
56,7.0,8.0,8.0
57,8.0,9.0,8.0
58,8.0,8.0,8.0
59,7.0,7.0,7.0
60,8.0,9.0,8.0
61,7.0,9.0,7.0
62,7.0,7.0,7.0
63,7.0,8.0,8.0
64,7.0,7.0,8.0
65,7.0,7.0,7.0
66,8.0,8.0,8.0
67,7.0,8.0,7.0
68,8.0,9.0,8.0
69,7.0,8.0,8.0
70,8.0,9.0,8.0
71,7.0,8.0,7.0
72,8.0,8.0,8.0
73,8.0,9.0,8.0
74,8.0,8.0,8.0
75,7.0,7.0,7.0
76,7.0,8.0,8.0
77,8.0,8.0,8.0
78,8.0,8.0,8.0
79,8.0,8.0,8.0
80,7.0,8.0,8.0
81,7.0,8.0,8.0
82,7.0,8.0,8.0
83,8.0,9.0,8.0
84,7.0,8.0,7.0
85,7.0,7.0,7.0
86,8.0,9.0,8.0
87,7.0,8.0,8.0
88,7.0,7.0,7.0
89,8.0,8.0,8.0
90,7.0,8.0,8.0
91,7.0,8.0,7.0
92,8.0,8.0,8.0
93,7.0,8.0,8.0
94,7.0,8.0,8.0
95,7.0,8.0,8.0
96,7.0,7.0,7.0
97,8.0,9.0,8.0
98,8.0,8.0,8.0
99,8.0,9.0,8.0
100,7.0,8.0,8.0
101,8.0,9.0,8.0
102,7.0,7.0,8.0
103,7.0,7.0,7.0
104,7.0,8.0,8.0
105,7.0,8.0,8.0
106,7.0,8.0,7.0
107,7.0,8.0,8.0
108,8.0,9.0,8.0
109,7.0,8.0,8.0
110,8.0,8.0,8.0
111,7.0,8.0,8.0
112,7.0,8.0,8.0
113,7.0,8.0,8.0
114,7.0,8.0,8.0
115,8.0,8.0,8.0
116,8.0,8.0,8.0
117,8.0,8.0,7.0
118,7.0,8.0,7.0
119,8.0,8.0,8.0
120,7.0,8.0,8.0
121,8.0,8.0,8.0
122,8.0,8.0,8.0
123,7.0,7.0,8.0
124,7.0,8.0,8.0
125,8.0,9.0,8.0
126,8.0,9.0,8.0
127,8.0,9.0,8.0
128,8.0,8.0,8.0
129,7.0,8.0,7.0
130,7.0,8.0,8.0
131,7.0,8.0,8.0
132,7.0,7.0,7.0
133,7.0,8.0,8.0
134,8.0,8.0,8.0
135,7.0,8.0,7.0
136,7.0,8.0,8.0
137,7.0,8.0,8.0
138,8.0,8.0,8.0
139,7.0,8.0,8.0
140,8.0,8.0,8.0
141,8.0,8.0,8.0
142,7.0,8.0,8.0
143,7.0,7.0,7.0
144,7.0,8.0,8.0
145,8.0,9.0,8.0
146,8.0,8.0,8.0
147,7.0,8.0,8.0
148,8.0,9.0,8.0
149,8.0,8.0,8.0
150,7.0,8.0,8.0
151,7.0,8.0,8.0
152,7.0,8.0,7.0
153,8.0,8.0,8.0
154,7.0,8.0,8.0
155,7.0,8.0,8.0
156,8.0,8.0,8.0
157,8.0,8.0,8.0
158,8.0,8.0,7.0
159,7.0,8.0,7.0
160,7.0,7.0,7.0
161,6.0,7.0,7.0
162,8.0,9.0,8.0
163,8.0,9.0,8.0
164,8.0,8.0,8.0
165,7.0,8.0,7.0
166,8.0,8.0,8.0
167,7.0,7.0,7.0
168,7.0,8.0,8.0
169,7.0,8.0,8.0
170,7.0,7.0,7.0
171,7.0,7.0,7.0
172,8.0,8.0,8.0
173,7.0,8.0,7.0
174,7.0,8.0,8.0
175,7.0,8.0,8.0
176,7.0,7.0,8.0
177,7.0,8.0,8.0
178,8.0,8.0,8.0
179,8.0,8.0,8.0
180,7.0,8.0,8.0
181,8.0,8.0,8.0
