Conversation_Id,User_Rating,Observer_Rating,Self_Rating
0,10.0,8.0,8.0
1,5.0,5.0,5.0
2,10.0,5.0,5.0
3,8.0,8.0,8.0
4,8.0,8.0,8.0
5,8.0,8.0,8.0
6,8.0,8.0,8.0
7,10.0,8.0,8.0
8,10.0,8.0,8.0
9,8.0,8.0,8.0
10,8.0,8.0,8.0
11,8.0,8.0,8.0
12,5.0,5.0,8.0
13,10.0,5.0,5.0
14,5.0,10.0,5.0
15,5.0,5.0,8.0
16,8.0,8.0,8.0
17,8.0,8.0,8.0
18,10.0,5.0,5.0
19,8.0,8.0,8.0
20,8.0,8.0,8.0
21,10.0,5.0,5.0
22,8.0,8.0,8.0
23,8.0,8.0,8.0
24,8.0,8.0,8.0
25,8.0,8.0,8.0
26,8.0,8.0,8.0
27,8.0,8.0,8.0
28,8.0,8.0,8.0
29,10.0,5.0,5.0
30,8.0,8.0,8.0
31,8.0,8.0,8.0
32,8.0,8.0,8.0
33,8.0,8.0,8.0
34,10.0,8.0,8.0
35,10.0,5.0,8.0
36,10.0,8.0,8.0
37,8.0,8.0,8.0
38,8.0,8.0,8.0
39,8.0,8.0,8.0
40,5.0,5.0,8.0
41,8.0,8.0,8.0
42,10.0,5.0,8.0
43,8.0,8.0,8.0
44,8.0,8.0,8.0
45,10.0,5.0,8.0
46,5.0,5.0,8.0
47,10.0,5.0,5.0
48,10.0,5.0,5.0
49,10.0,8.0,8.0
50,8.0,8.0,8.0
51,8.0,8.0,8.0
52,10.0,5.0,5.0
53,8.0,8.0,8.0
54,8.0,8.0,8.0
55,8.0,8.0,8.0
56,8.0,8.0,8.0
57,8.0,8.0,8.0
58,8.0,8.0,8.0
59,8.0,8.0,8.0
60,8.0,8.0,8.0
61,10.0,5.0,8.0
62,8.0,8.0,8.0
63,10.0,5.0,5.0
64,8.0,8.0,8.0
65,8.0,8.0,8.0
66,8.0,8.0,8.0
67,10.0,8.0,8.0
68,8.0,8.0,8.0
69,8.0,8.0,8.0
70,10.0,5.0,5.0
71,10.0,8.0,8.0
72,10.0,5.0,5.0
73,8.0,8.0,8.0
74,8.0,8.0,8.0
75,10.0,8.0,8.0
76,8.0,8.0,8.0
77,8.0,8.0,8.0
78,10.0,5.0,8.0
79,10.0,8.0,5.0
80,8.0,8.0,8.0
81,8.0,8.0,8.0
82,10.0,10.0,5.0
83,8.0,8.0,8.0
84,10.0,8.0,5.0
85,8.0,8.0,8.0
86,8.0,8.0,8.0
87,8.0,8.0,8.0
88,10.0,8.0,8.0
89,8.0,8.0,8.0
90,8.0,8.0,8.0
91,8.0,8.0,8.0
92,8.0,8.0,8.0
93,10.0,5.0,8.0
94,8.0,8.0,8.0
95,10.0,5.0,5.0
96,8.0,8.0,8.0
97,8.0,8.0,8.0
98,10.0,5.0,5.0
99,8.0,8.0,8.0
100,10.0,5.0,5.0
101,10.0,8.0,8.0
102,10.0,8.0,8.0
103,10.0,8.0,8.0
104,10.0,8.0,8.0
105,8.0,8.0,8.0
106,8.0,8.0,8.0
107,8.0,8.0,8.0
108,10.0,8.0,8.0
109,10.0,5.0,5.0
110,10.0,5.0,5.0
111,8.0,8.0,8.0
112,8.0,8.0,8.0
113,8.0,8.0,8.0
114,8.0,8.0,8.0
115,8.0,8.0,8.0
116,8.0,8.0,8.0
117,8.0,8.0,8.0
118,10.0,8.0,8.0
119,10.0,8.0,8.0
120,8.0,8.0,8.0
121,10.0,5.0,8.0
122,8.0,8.0,8.0
123,8.0,8.0,8.0
124,8.0,8.0,8.0
125,10.0,5.0,5.0
126,8.0,8.0,8.0
127,10.0,5.0,8.0
128,10.0,5.0,5.0
129,8.0,8.0,8.0
130,8.0,8.0,8.0
131,8.0,8.0,8.0
132,10.0,8.0,8.0
133,8.0,8.0,8.0
134,8.0,8.0,8.0
135,5.0,5.0,5.0
136,9.0,8.0,8.0
137,10.0,8.0,8.0
138,8.0,8.0,8.0
139,10.0,5.0,5.0
140,8.0,8.0,8.0
141,8.0,8.0,8.0
142,8.0,8.0,8.0
143,8.0,8.0,8.0
144,8.0,8.0,8.0
145,8.0,8.0,8.0
146,8.0,8.0,8.0
147,8.0,8.0,8.0
148,10.0,5.0,5.0
149,8.0,8.0,8.0
150,8.0,8.0,8.0
151,8.0,8.0,8.0
152,5.0,8.0,8.0
153,8.0,8.0,8.0
154,8.0,8.0,8.0
155,8.0,8.0,8.0
156,10.0,8.0,5.0
157,8.0,8.0,8.0
158,8.0,8.0,8.0
159,8.0,8.0,8.0
160,10.0,8.0,8.0
161,8.0,8.0,8.0
162,10.0,5.0,8.0
163,8.0,8.0,8.0
164,8.0,8.0,8.0
165,10.0,8.0,8.0
166,10.0,5.0,8.0
167,8.0,8.0,8.0
168,8.0,8.0,8.0
169,8.0,8.0,8.0
170,10.0,8.0,5.0
171,8.0,8.0,8.0
172,8.0,8.0,8.0
173,8.0,8.0,8.0
174,8.0,8.0,8.0
175,8.0,8.0,8.0
176,8.0,8.0,8.0
177,8.0,8.0,8.0
178,8.0,8.0,8.0
179,10.0,5.0,8.0
180,8.0,8.0,8.0
181,5.0,5.0,8.0
182,10.0,5.0,5.0
183,5.0,8.0,8.0
184,8.0,8.0,8.0
185,10.0,8.0,8.0
186,10.0,5.0,8.0
187,8.0,8.0,8.0
188,8.0,8.0,8.0
189,10.0,8.0,8.0
190,8.0,8.0,8.0
191,10.0,8.0,8.0
192,10.0,5.0,5.0
193,8.0,8.0,8.0
194,5.0,5.0,5.0
195,8.0,8.0,8.0
196,8.0,8.0,8.0
197,8.0,8.0,8.0
198,10.0,5.0,5.0
199,8.0,8.0,8.0
200,8.0,8.0,8.0
201,8.0,8.0,8.0
202,8.0,8.0,8.0
203,8.0,8.0,8.0
204,8.0,8.0,8.0
205,8.0,8.0,5.0
206,10.0,5.0,5.0
207,8.0,8.0,8.0
208,10.0,5.0,5.0
209,8.0,8.0,8.0
210,10.0,5.0,5.0
211,10.0,5.0,8.0
212,8.0,8.0,8.0
213,8.0,8.0,8.0
214,10.0,8.0,8.0
215,10.0,5.0,8.0
216,10.0,5.0,8.0
217,10.0,5.0,10.0
218,10.0,8.0,8.0
219,8.0,8.0,8.0
220,10.0,8.0,8.0
221,10.0,8.0,5.0
222,8.0,8.0,8.0
223,8.0,8.0,8.0
224,8.0,8.0,8.0
225,10.0,5.0,5.0
226,10.0,5.0,5.0
227,8.0,8.0,8.0
228,8.0,8.0,8.0
229,8.0,8.0,8.0
230,5.0,5.0,5.0
231,8.0,8.0,8.0
232,8.0,8.0,8.0
233,8.0,8.0,8.0
234,10.0,8.0,8.0
235,10.0,5.0,8.0
236,5.0,10.0,5.0
237,10.0,5.0,5.0
238,8.0,8.0,8.0
239,10.0,10.0,5.0
240,8.0,8.0,8.0
241,8.0,8.0,8.0
242,10.0,5.0,8.0
243,8.0,8.0,8.0
244,10.0,8.0,5.0
245,8.0,8.0,8.0
246,10.0,5.0,5.0
247,5.0,5.0,8.0
248,8.0,8.0,8.0
249,8.0,8.0,8.0
250,10.0,5.0,5.0
251,8.0,8.0,8.0
252,8.0,8.0,8.0
253,5.0,5.0,5.0
254,10.0,8.0,8.0
255,5.0,5.0,8.0
256,8.0,8.0,8.0
257,5.0,8.0,8.0
258,10.0,5.0,5.0
259,10.0,8.0,8.0
260,10.0,8.0,8.0
261,8.0,8.0,8.0
262,8.0,8.0,5.0
263,8.0,8.0,8.0
264,10.0,5.0,8.0
265,10.0,5.0,8.0
266,10.0,5.0,5.0
267,8.0,8.0,8.0
